gene_id	TCGA-05-4417-01A-22R-1858-07	TCGA-35-3615-01A-01R-0946-07	TCGA-44-6776-01A-11R-1858-07	TCGA-44-7671-01A-11R-2066-07	TCGA-55-7281-01A-11R-2039-07	TCGA-55-8203-01A-11R-2241-07	TCGA-55-8299-01A-11R-2287-07	TCGA-55-8615-01A-11R-2403-07	TCGA-62-A46S-01A-11R-A24H-07	TCGA-69-7980-01A-11R-2187-07	TCGA-78-7148-01A-11R-2039-07	TCGA-78-7160-01A-11R-2039-07	TCGA-78-7161-01A-11R-2039-07	TCGA-86-7713-01A-11R-2066-07	TCGA-4B-A93V-01A-11R-A39D-07	TCGA-50-5933-01A-11R-1755-07	TCGA-55-6975-01A-11R-1949-07	TCGA-55-7283-01A-11R-2039-07	TCGA-55-7911-01A-11R-2170-07	TCGA-55-7914-01A-11R-2170-07	TCGA-55-8514-01A-11R-2403-07	TCGA-69-7978-01A-11R-2187-07
LINGO1|84894	277.66	18.5185	86.2069	76.5656	107.692	105.55	95.032	121.925	44.5916	56.6485	253.124	352.05	1823.91	331.149	52.9211	100.522	175.189	6.5163	19.03	32.4838	12.2581	41.3584
LINGO2|158038	1.2708	0.3249	0	1.8905	0	0	0.4224	0	0	1.531	9.5719	0	0	0.7215	1.4433	0	0	1.0025	0	0.4998	0	0.6725
LINGO3|645191	2.1222	0	0	0	2.849	2.3496	0	1.6043	0	3.4295	0	5.6782	1.8371	1.2024	3.8488	0	0	3.0075	0	3.8231	1.0645	7.1116
LINGO4|339398	6.9892	266.082	8.6207	3.781	7.4074	8.897	15.6275	10.1604	14.5695	18.6787	10.6355	161.514	14.6971	3.8478	1.9244	1.5308	0.8382	1.0025	36.4742	4.9975	1.9355	9.0787
LINS1|55180	158.845	264.457	186.782	129.185	133.333	145.991	366.19	113.369	247.241	259.971	204.201	174.763	240.298	249.384	127.973	186.756	251.467	139.348	285.45	195.402	203.226	212.845
LIPA|3988	3161.01	3114.68	1788.79	3303.98	2973.79	2244.87	3412.71	988.235	2332.89	2584.4	2301.52	6785.49	1064.81	1298.62	1025.23	5452.16	1810.56	2832.58	2075.33	3374.31	2551.61	3941.83
LIPC|3990	13.9783	14.9448	1.4368	4.0961	13.1054	8.4926	17.7393	1.0695	0	4.2869	30.3111	9.4637	59.1559	0	3.8488	14.7976	7.544	0.5013	4.2289	7.4963	1.9355	13.4499
LIPE|3991	102.296	18.1936	42.3132	45.3722	124.216	148.418	30.8326	374.866	69.3157	165.659	55.8362	47.3186	176.321	84.8554	161.53	7.1437	24.3085	43.1078	77.7058	67.966	390.968	70.2757
LIPF|8513	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2405	0.9622	0	0	0	0	0.4998	0	0
LIPG|9388	125.17	32.8135	31.6092	50.7286	110.541	193.307	494.167	12.2995	64.0177	177.295	196.756	148.896	92.2244	84.17	32.7148	199.513	187.762	53.1328	154.354	356.322	729.032	88.4331
LIPH|200879	120.722	554.581	780.172	702.639	1042.73	85.7345	603.559	215.508	1265.78	2698.92	1344.32	623.344	147.706	562.496	126.048	162.263	1993.29	1076.69	955.2	1453.27	520.645	457.969
LIPI|149998	0	0	0.7184	0	0	0	0	0.5348	0	0.3062	0	0.6309	0	0	0	0	0	0	0	0.4998	0	0
LIPJ|142910	0	0	0.7184	0	0	0	0	0	0.4415	0	0.5318	0	0	2.4049	0	0	0	0	0	1.4993	0.6452	0
LIPK|643414	0.6354	0	0	0	0.5698	0	0	0	0	7.9614	0	3.1546	0	0	0	0.5103	5.0293	0	11.6294	0	0	0
LIPM|340654	0	0	0	0	0	0	0.4435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIPN|643418	0	0.3249	0	0.6302	0	0.8088	0	1.0695	0	0.3062	0	0.6309	0	0.2405	0	0.5103	0	0	0	0	1.2903	1.0087
LIPT1|51601	74.2757	240.406	74.7126	72.4695	96.1994	110.306	136.424	104.278	94.9227	123.341	71.1672	129.969	109.493	47.8567	63.0242	64.7676	96.7812	177.89	104.665	154.878	117.419	127.229
LIPT2|387787	42.8626	23.0669	22.2701	16.3844	13.1054	24.3373	24.0748	12.8342	20.0177	15.9228	37.2241	22.7129	59.7364	18.8757	26.9464	22.9618	37.1081	15.5388	19.5586	7.996	15.5935	8.9139
LITAF|9516	6542.49	5563.68	4742.82	3452.07	5605.7	3790.92	5249.99	3084.49	6167.77	8616.7	6568.47	6931.86	2500.71	3670.53	7585.03	4258.14	4227.16	5354.39	3789.61	3380.81	3705.81	6038.67
LIX1|167410	1.2708	0.3249	0.7184	0.6302	0	0.4044	1.2671	2.6738	0.883	0	0	0	2.2046	0.9619	0	6.6334	1.6764	0.5013	1.5858	0	2.5806	0.3362
LIX1L|128077	678.584	253.086	234.914	288.933	774.929	1030.03	614.963	834.759	678.587	400.214	302.047	670.663	536.077	1505.92	124.605	513.835	557.418	466.165	243.69	1242.88	970.968	638.198
LLGL1|3996	381.227	639.051	549.569	640.567	586.325	627.641	689.721	1191.44	367.329	2439.56	475.406	621.451	389.474	682.018	420.482	499.037	551.551	1051.13	573.014	387.806	763.871	858.776
LLGL2|3993	1556.04	2549.38	3581.9	2305.47	4453.56	2637.95	1673.83	5440.11	1656.07	2713.92	3089.6	1440.38	2662.38	4206.1	1549.62	1867.56	2549.04	3561.4	3002.51	2087.96	4566.45	791.19
LLPH|84298	900.954	726.257	594.167	408.63	522.536	726.369	514.444	672.155	584.543	560.015	617.389	613.684	627.199	586.937	583.094	568.167	845.256	433.584	556.104	544.383	382.193	718.023
LMAN1|3998	5820.07	2823.26	4025.14	3592.6	2525.36	6365.79	4628.69	4444.92	3488.74	5917.17	8663.12	3930.6	2850.51	3732.58	10568.3	5963.95	3330.26	2995.49	4007.4	8102.95	5110.32	6350.37
LMAN1L|79748	0	0.3249	0.7184	0	0	0	0	0.5348	0.4415	0.3062	0	0	0	0	0.4811	0	0	0	0	0.4998	1.9355	1.0087
LMAN2|10960	3465.99	6867.45	5393.68	10418.3	2410.83	3246.99	5672.36	5112.3	8661.37	3281.33	5687.85	2223.34	3229.32	3078.22	5938.22	3035.55	2886	3312.28	3769	3414.79	3636.77	3769.67
LMAN2L|81562	515.292	462.963	747.845	483.025	735.612	376.504	561.323	465.241	679.912	1220.24	551.449	444.164	572.453	960.741	421.925	482.198	596.815	593.985	561.914	417.791	742.581	717.888
LMBR1|64327	770.714	653.996	665.23	924.774	631.339	867.86	901.326	842.781	1059.16	662.329	974.741	998.738	709.136	1165.39	550.379	1274.64	1150.04	1440.1	954.672	1088.46	469.032	1516.14
LMBR1L|55716	437.14	649.448	348.42	276.959	450.712	624.81	539.36	1336.36	765.563	842.992	405.743	350.158	724.568	350.628	394.984	386.269	366.303	287.719	568.785	283.358	420	454.943
LMBRD1|55788	1137.33	1172.51	1281.61	1806.07	1210.83	918.006	1096.46	685.027	1933.77	719.59	1790.48	1702.21	1584.35	584.621	658.146	1047.06	1342.83	1102.76	832.562	838.081	1794.19	861.13
LMBRD2|92255	169.011	152.697	171.695	226.546	71.2251	98.6756	146.138	120.321	187.638	68.5907	164.318	239.748	63.565	164.492	33.677	308.199	88.0134	179.95	196.115	177.911	137.419	214.862
LMCD1|29995	710.353	358.35	329.023	623.868	516.239	458.194	933.848	319.786	460.486	616.091	411.593	635.962	394.618	363.134	521.513	685.283	1426.66	458.647	236.818	502.749	398.065	513.45
LMF1|64788	256.058	160.494	403.736	362.663	358.405	206.653	190.064	220.856	734.658	325.512	295.134	180.442	311.946	270.306	783.232	113.278	202.012	395.99	198.594	240.88	547.742	194.351
LMF2|91289	1514.11	1278.43	2058.19	1527.53	2151.57	1045.39	1412.39	1726.74	1775.72	2205.93	1828.24	1151.42	1599.78	1864.97	2275.12	1142.99	1209.56	1289.22	1519.76	1205.4	6157.42	1307.67
LMLN|89782	184.26	398.311	239.942	431.036	281.481	209.888	259.754	433.69	479.029	292.123	190.375	237.855	309.007	429.508	202.062	296.463	228.835	220.551	524.382	247.876	296.129	800.605
LMNA|4000	6752.8	10616	13519.4	15598	16825.1	7537.76	7770.66	5750.8	7294.04	12090.3	8843.92	7073.19	7490.75	5280.59	9714.38	15602.3	11269.9	15142.4	5586.89	6651.17	28140	6501.68
LMNB1|4001	881.27	281.027	235.632	554.864	610.256	1463.96	768.281	624.599	271.082	955.982	1332.09	705.994	451.936	1737.75	698.077	1145.54	1544.01	718.797	1795.16	628.186	264.516	994.284
LMNB2|84823	1401.64	686.16	914.511	1315.48	1568.66	1538.77	1468.98	1878.61	616.336	1842.76	2355.22	1072.56	1169.16	1928.7	2334.78	2000.74	1935.46	2578.45	1389.19	1597.2	1643.23	2258.57
LMO1|4004	5.7184	0	0	0.3151	0.5698	0	0	33.6898	0	2.7559	1.0635	2.5237	0.7349	0.2405	0	0.5103	2.5147	1.5038	3.7003	0	0	1.345
LMO2|4005	271.307	201.429	128.592	166.365	323.077	179.962	423.632	88.2353	181.899	183.113	174.422	205.678	163.505	78.1579	97.1823	295.952	328.583	246.115	281.75	120.939	150.323	263.618
LMO3|55885	5496.66	6212.15	5833.33	2336.35	3591.45	2567.99	2157.44	560.963	4717	5324.66	6584.95	1018.93	1015.94	4310.47	101.512	276.052	38.5583	3539.85	11806.5	1102.45	814.839	1042.7
LMO4|8543	1035.67	1703.38	2506.47	1753.45	993.162	830.654	914.419	2083.96	2256.51	623.44	1232.12	933.123	1323.48	879.457	1020.41	546.491	1122.38	345.363	329.325	339.33	434.839	649.63
LMO7|4008	1746.02	4969.79	8992.82	8578.5	8430.2	3347.29	5067.11	2606.42	5776.16	5767.13	9961.18	6427.76	3594.91	2229.54	1400.48	2283.94	3182.73	8520.3	12846.3	3708.15	3064.52	4320.78
LMOD1|25802	834.252	315.465	342.672	621.347	365.812	283.894	742.939	142.246	377.483	285.692	140.388	769.085	388.739	57.4761	70.7218	594.966	867.561	418.546	102.022	124.938	207.097	372.899
LMOD2|442721	0	0.6498	0	0	0	0	0	0	0	0.3062	0	0	0	0.2405	0	0	0	0	0.5286	0	0.6452	0.3362
LMOD3|56203	11.4368	10.7212	7.1839	5.3564	5.1282	6.0661	15.2051	3.2086	8.83	6.7366	7.9766	9.4637	11.7577	5.2907	4.3299	4.5924	1.6764	13.0326	8.4578	5.997	1.9355	10.4237
LMTK2|22853	362.166	317.739	472.701	646.554	185.185	560.51	314.239	327.273	545.254	419.505	651.954	689.59	409.682	1246.68	416.152	476.585	539.816	621.053	377.428	717.641	382.581	972.764
LMTK3|114783	52.7364	92.5926	243.535	160.693	313.96	52.573	105.169	124.064	388.079	154.941	101.569	54.8896	213.476	220.285	17.8007	114.299	323.554	178.947	99.9075	16.4918	676.774	242.098
LMX1A|4009	0	0	0.7184	0.9453	0	136.286	0	71.123	0	0	0	0	4.4091	0.481	5.7732	0	0	0	0	0	0	0
LMX1B|4010	27.9567	17.219	60.3448	3.1508	6.8376	1.6176	0.4224	4.2781	0	41.0319	18.0803	15.7729	47.0308	0.2405	0	58.1699	118.189	67.6692	32.2453	5.997	1.2903	3.6987
LNP1|348801	77.6941	62.1572	57.4713	32.8098	20.5128	52.1686	57.9653	103.829	50.7726	65.0907	38.3355	37.9495	34.1928	56.7835	84.6737	21.4616	45.264	45.1529	14.8117	79.5752	19.3806	41.0726
LNPEP|4012	241.444	118.908	131.465	195.863	56.4103	177.576	308.326	64.7059	181.263	156.91	173.358	199.249	84.005	284.468	58.6943	322.486	188.6	216.541	317.167	169.415	41.9355	477.135
LNX1|84708	148.043	191.033	341.236	362.663	251.282	80.8816	77.2927	181.818	158.057	403.889	249.934	256.782	655.124	52.4259	234.777	131.137	227.997	157.895	165.455	319.34	20.6452	118.023
LNX2|222484	845.053	1924.63	1869.97	1985.35	870.086	704.074	633.969	829.412	1404.86	322.131	1197.02	921.767	816.057	892.443	652.854	502.609	357.921	1025.06	826.219	775.612	1049.68	424.681
LOC100009676|100009676	103.681	151.027	74.6336	78.9949	99.7892	278.981	77.7996	94.0481	139.404	115.202	82.7386	93.4132	42.6988	153.014	86.3143	104.971	56.6639	98.9524	171.709	170.615	130.232	125.511
LOC100101266|100101266	7.6245	14.6199	1.4368	13.5486	17.094	6.4705	4.646	12.8342	18.1015	41.0319	6.9131	9.4637	16.9017	1.9239	9.1409	4.0821	2.5147	2.005	4.7575	6.4968	4.5161	5.7162
LOC100101938|100101938	0	0.3249	0	0	0	0.8088	0	0	0	0	0	0	1.4697	0	5.2921	0	0	0	0	0	0	0.3362
LOC100124692|100124692	0	0	0	1.8905	0	4.0441	0	0	0	0	0	1.2618	0.3674	0.481	0	0.5103	0	0.5013	0	0.9995	0.6452	0
LOC100125556|100125556	93.8835	158.821	72.7443	94.7113	85.4872	52.5811	26.9089	67.1925	44.1545	99.334	76.7243	44.5426	68.7164	32.3622	103.249	16.4458	43.8977	73.609	48.3045	54.3678	90.929	71.1063
LOC100126784|100126784	11.2081	3.9864	3.8793	2.3852	98.2564	4.2301	11.9402	3.2674	5.8587	43.2672	9.774	24.5868	6.103	36.5779	4.4406	17.6143	8.4241	3.584	12.3061	93.5582	16.9355	127.959
LOC100127888|100127888	1.347	4.909	2.9167	2.2497	3.4986	3.7246	2.209	1.0695	14.702	2.5293	9.2263	6.4858	1.5101	1.5103	2.8866	9.3633	2.5398	5.5138	0	2.004	6.7226	32.3638
LOC100128023|100128023	0	0	0.7184	0	0	1.6176	0.4224	0	0.4415	0.6124	0	0	0	0.481	1.9244	0.5103	0	0	2.1144	0	0	0
LOC100128076|100128076	0	0	0	0	0	0	0	0	0	3.3683	0	0	0	0	0	0.5103	0	0	6.3433	0	0	0.3362
LOC100128164|100128164	3.1769	1.6244	0	1.2603	0	4.4485	1.2671	4.2781	25.1656	0.3062	2.1271	4.4164	3.3069	3.1263	7.2165	1.0205	2.5147	2.5063	2.6431	4.4978	3.2258	2.0175
LOC100128191|100128191	46.2556	16.0559	19.6336	8.6869	30.5812	54.5668	61.9187	63.4866	36.9227	72.6724	96.5966	49.7855	38.2272	74.6275	48.6345	40.2291	104.895	22.391	65.3945	37.4863	9.8903	62.1318
LOC100128239|100128239	2.5415	1.2995	1.4368	1.8905	1.7094	2.8309	2.9566	1.0695	1.766	1.8373	3.1906	1.2618	5.5114	0	0.4811	1.5308	0.8382	8.5213	4.2289	3.4983	13.5484	1.0087
LOC100128288|100128288	13.3429	45.1592	29.454	11.9732	17.6638	29.1174	43.5036	40.107	47.2406	75.9397	10.6355	26.4984	96.2661	25.9725	20.6873	4.5924	37.72	17.0426	76.6486	33.983	65.8065	26.2273
LOC100128292|100128292	18.426	4.8733	8.6207	5.3564	6.2678	7.6838	9.7144	20.8556	17.2185	10.4111	6.9131	8.8328	22.7805	7.936	17.3196	6.1232	26.8231	6.5163	8.4578	3.4983	9.0323	4.035
LOC100128542|100128542	0	0.3249	0	0.9453	0.5698	2.8309	1.2671	1.0695	1.3245	1.2248	0.5318	1.8927	0	0.481	0.4811	0.5103	1.6764	1.0025	0	0.9995	0	1.6812
LOC100128554|100128554	0	0	0	0	0	0.8088	0.8447	5.8824	0	0	0	0	0	0.2405	0	0	0	0	0	0.4998	0	0
LOC100128573|100128573	0.6354	1.6244	1.4368	0	1.1396	2.022	0	0.5348	0.883	1.2248	0	0	1.8371	0.2405	0	0	1.6764	0.5013	2.6431	1.4993	1.2903	0.3362
LOC100128640|100128640	24.1444	12.3457	12.2126	4.7263	9.6866	50.1466	23.2301	19.7861	21.1921	32.4581	15.9532	16.4038	70.9136	72.8672	51.4778	7.6539	8.3822	28.0702	32.7739	5.4973	11.6129	17.1486
LOC100128675|100128675	10.1724	5.848	4.3103	2.8358	2.849	4.861	3.3789	20.3262	30.0397	11.0296	7.4448	5.6782	39.6822	5.0526	25.9794	0	0	1.0025	6.8719	9.5002	10.3226	1.345
LOC100128788|100128788	9.5307	20.4841	6.4655	7.562	9.1168	4.0441	7.1802	8.0214	3.9735	11.6359	12.7626	15.7729	9.5531	3.3668	12.0275	1.0205	0.8382	3.0075	32.2453	1.999	10.3226	7.7337
LOC100128811|100128811	0	0	0	0	0	0	0	0	0	0	0	0	0.3674	0	0	0	0	0	0	0	0.6452	0.6725
LOC100128822|100128822	52.101	50.6823	68.2471	27.0973	68.3761	163.785	54.9074	117.647	103.311	144.837	57.9633	79.4953	226.703	63.0073	174.639	36.7389	35.2054	116.291	153.826	56.9715	76.7742	53.4633
LOC100128842|100128842	15.2491	43.2099	25.1437	11.343	26.2108	27.9042	32.5221	57.2193	62.6932	46.5437	15.9532	14.511	38.9474	26.9344	77.9383	7.6539	17.6027	8.0201	39.6458	24.4878	154.194	66.2408
LOC100128977|100128977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100129034|100129034	2300.97	2486.04	2789.91	4200.66	3404.5	4428.05	2352.03	2207.36	2759.06	1705.32	3576.38	4028.56	6643.74	3258.38	1705.23	2032.43	1768.16	2580.51	1435.3	1763.21	1809.27	3380.88
LOC100129055|100129055	0	0	0	0	0	0.4044	0	0	0	0	0	0	0.7349	0	0.4811	0	0.8382	0	0	1.999	0	0
LOC100129066|100129066	17.7906	3.2489	5.0287	1.8905	5.698	5.2573	4.2236	35.8289	7.5055	5.5118	26.0569	14.511	23.5154	0.9619	59.1754	1.5308	1.6764	4.01	2.1144	2.4988	0.6452	7.7337
LOC100129387|100129387	36.0704	125.806	56.8103	62.9067	27.2479	76.789	98.1913	119.968	71.2053	179.628	48.4765	63.7603	123.261	78.634	175.351	21.6045	44.0151	38.2155	124.493	105.152	67.5226	62.8581
LOC100129534|100129534	22.8736	122.807	43.8218	38.4403	31.339	25.0733	13.938	42.7807	12.362	34.9078	35.097	35.3312	36.3754	15.6316	12.5086	14.2874	9.2205	38.5965	118.409	40.4798	52.9032	62.8783
LOC100129550|100129550	155.668	157.245	176.006	160.378	193.162	116.065	185.418	265.241	254.305	376.636	110.077	184.227	268.222	123.129	55.3266	107.155	102.263	217.544	178.142	279.36	197.419	360.793
LOC100129637|100129637	141.664	186.456	110.776	129.556	124.313	373.062	235.658	378.337	343.007	297.322	92.268	134.385	169.384	404.074	913.807	64.6095	135.038	145.108	374.257	297.191	120.594	239.136
LOC100129716|100129716	4.4476	15.9194	5.7471	4.7263	5.1282	5.6617	12.6709	0.5348	11.9205	6.4304	13.2943	6.9401	6.2463	7.936	10.5842	5.1026	0.8382	8.0201	12.6867	2.9985	5.8065	6.3887
LOC100129726|100129726	2.5415	0.9747	0.7184	0.3151	2.849	5.2573	5.4907	5.8824	2.2075	6.4304	2.1271	3.1546	5.8788	1.4429	4.811	1.0205	4.1911	2.005	12.6867	4.9975	4.5161	6.7249
LOC100129935|100129935	0	0	0	0	0	0	0	0	0	0.3062	0	0	0	0	0	0	0.8382	0	0	0.4998	0	0
LOC100130015|100130015	5.5087	50.7083	26.7744	36.3576	10.3533	49.6532	26.5456	52.6791	65.5011	45.4628	13.9484	16.3407	76.1384	24.6089	203.472	4.2709	15.9346	19.9398	36.527	41.7441	30.0129	21.503
LOC100130093|100130093	119.133	126.888	125.539	80.0284	28.8604	108.559	53.4038	116.984	68.3135	34.8465	71.2949	35.3123	79.4526	73.4804	110.913	53.7511	35.3395	86.5013	96.0433	91.0045	136.626	129.936
LOC100130148|100130148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5103	0	0	0	0	0	0.3362
LOC100130238|100130238	27.3213	0.3249	0.7184	0	0.5698	0.4044	0.4224	0.5348	1.3245	0	0	5.0473	0.3674	0	0	9.695	0	3.5088	1.0572	5.4973	0	0
LOC100130264|100130264	0	0	0	0	0	0	0	0.5348	0	0	1.0635	0	1.1023	4.0883	2.4055	0	0.8382	0	0	0	0	0
LOC100130274|100130274	1.2708	0	0	0	0	0	0	0	0.4415	0	0	0	0	0	0	0	0.8382	0	0.5286	0	0	0.3362
LOC100130331|100130331	4.4476	3.5737	1.4368	4.4112	46.1538	29.5218	6.3355	4.2781	0.4415	4.5931	17.0168	16.4038	2.572	6.0121	4.811	5.6129	24.3085	46.6165	55.5042	14.9925	4.5161	6.7249
LOC100130386|100130386	0	0	0	0	0	0	0	0	0	0.9186	0	0	0.3674	0.2405	0	0	0	0	0	0	0	0
LOC100130522|100130522	1.9061	12.6706	8.6207	6.3017	2.849	15.7719	2.9566	6.4171	2.649	7.0428	4.786	11.9874	6.6137	28.1368	25.0172	5.1026	1.6764	1.5038	8.9864	9.4953	1.2903	7.3974
LOC100130557|100130557	9.0478	38.642	31.3434	7.9307	17.2308	40.2386	57.7119	29.8289	108.314	79.458	10.2101	17.9558	270.927	37.9871	85.5108	10.889	16.8734	34.5163	83.6791	73.4983	52.1161	26.7014
LOC100130581|100130581	32.4043	48.4081	31.6092	67.7432	58.6895	90.5874	51.5285	54.5455	45.9161	41.3381	31.9064	22.082	70.1787	90.1822	95.739	46.9442	25.9849	50.6266	131.095	55.972	70.9677	73.6382
LOC100130691|100130691	10.9793	13.0117	7.1839	10.6877	13.6752	12.387	11.0237	16.2888	8.83	11.4124	8.5881	7.0158	13.378	4.0883	2.8866	33.7284	13.3194	14.9424	18.5648	16.6167	13.5484	28.4331
LOC100130776|100130776	160.376	402.245	43.4555	71.8299	525.094	112.535	242.247	91.0481	29.6777	115.514	73.7463	64.7508	56.4553	13.9554	37.699	144.379	211.408	307.459	124.647	454.473	129.219	197.697
LOC100130872|100130872	33.0397	5.1982	15.8046	7.2469	94.0171	46.9113	46.8825	10.6952	26.4901	34.9078	22.8663	22.082	32.7011	4.8097	28.866	16.3284	24.3085	12.0301	30.6594	31.984	16.7742	24.5461
LOC100130932|100130932	38.1227	121.183	62.5	57.9756	112.251	97.4623	54.0627	85.0267	101.104	55.7299	69.1306	73.817	60.993	68.0575	77.9383	41.8415	96.3956	84.2105	186.6	80.9595	63.871	35.9785
LOC100130933|100130933	22.8736	21.4425	48.8506	47.2627	91.7379	33.5659	21.5406	136.364	54.3046	97.3743	109.014	22.082	167.18	48.5781	0	6.6334	31.8525	71.1779	15.8583	66.4668	96.129	9.4149
LOC100130987|100130987	10.8014	21.7674	10.7759	7.2469	5.698	9.3014	6.3355	12.8342	8.3885	10.1049	12.7626	0.6309	30.1291	5.2907	21.1684	7.6539	5.8676	5.0125	8.9864	7.4963	18.0645	7.3974
LOC100131193|100131193	10.8014	20.4678	10.7759	16.0693	4.5584	39.6401	27.8761	92.4225	44.6711	23.8843	8.184	23.9748	79.2799	150.7	127.362	20.9004	23.4702	26.5664	29.6022	32.4838	21.9355	23.5373
LOC100131434|100131434	4.3015	30.5426	27.4425	1.818	13.8177	67.5119	25.2363	21.6631	84.0088	35.2048	11.5448	11.2555	116.195	8.6719	79.0496	3.8321	3.8474	3.0075	92.2849	11.8491	67.6839	42.495
LOC100131496|100131496	0.6354	1.6244	1.4368	1.5754	0	2.8309	4.646	2.6738	1.3245	3.9807	1.0635	1.8927	5.144	2.1644	6.2543	1.5308	0	0.5013	10.5722	0	0.6452	8.0699
LOC100131551|100131551	5.7184	0	0	6.9319	2.2792	7.6838	0.4224	9.0909	0.4415	3.6745	18.0803	22.7129	1.8371	9.6194	20.2062	0	3.3529	0.5013	0	1.4993	1.2903	1.0087
LOC100131691|100131691	19.2456	44.5906	47.2414	39.8393	10.5413	30.0354	23.8298	35.5348	17.6026	25.1887	13.4645	61.2303	39.8549	43.6073	70.1204	20.7065	25.4736	47.6391	95.1183	43.4933	28.0452	23.5373
LOC100131726|100131726	49.5595	14.6199	7.1839	19.8503	60.3989	70.7714	76.448	31.5508	53.8631	10.7173	65.9399	35.3312	103.982	19.2389	134.227	121.442	77.1165	7.0175	33.3025	4.4978	30.3226	68.2582
LOC100132111|100132111	22.4479	14.295	38.0675	13.5486	11.9658	47.0246	48.1496	59.3369	31.6777	4.1614	46.2643	84.5426	55.7976	74.0119	32.099	8.1642	65.021	27.0677	19.03	75.4373	3.4452	77.1923
LOC100132215|100132215	2.5479	15.9194	5.0287	3.4659	7.9772	23.8803	8.8697	19.7861	29.1391	10.1232	3.7224	5.0662	30.5112	1.2024	5.3114	2.5513	5.0377	2.5063	6.8719	8.9955	12.2581	6.0592
LOC100132247|100132247	68.6209	98.7654	102.011	41.5912	139.601	206.653	82.7835	260.428	388.962	163.515	75.5118	146.372	238.828	1671.14	328.592	124.504	32.6907	85.7143	274.878	110.945	429.032	226.295
LOC100132287|100132287	106.108	175.763	296.695	105.553	269.516	288.343	378.861	423.529	375.717	871.775	110.077	207.571	637.855	333.794	1073.82	105.114	165.13	126.316	460.42	335.332	1645.81	405.514
LOC100132288|100132288	311.971	377.843	196.121	331.154	81.4815	81.6904	552.453	134.759	145.695	117.89	97.3145	99.6845	498.967	182.288	38.9691	174	254.82	161.404	372.142	233.383	381.29	148.958
LOC100132354|100132354	0.6354	0	0	0.6302	0	0	0.4224	10.6952	0	3.6745	3.1906	0	3.6743	0.2405	0.4811	6.1232	0	1.0025	0.5286	3.998	1.2903	1.345
LOC100132707|100132707	49.0449	121.751	64.8563	42.6877	45.9715	51.6874	96.8102	20.3529	49.8455	62.6962	56.6551	71.4953	84.5121	33.5983	39.7293	83.6984	53.4032	108.311	68.1803	76.7166	100.368	159.001
LOC100132724|100132724	1.9061	4.2235	1.4368	0.9453	8.547	10.5146	2.9566	2.139	2.2075	3.0621	5.3177	7.571	1.8371	2.8858	4.811	12.2463	5.8676	11.5288	9.515	13.993	3.871	0.6725
LOC100132831|100132831	0	0.6498	0	1.2603	1.1396	4.0441	0.4224	0	0	0	4.786	2.5237	0	0.481	0.4811	0	2.5147	3.0075	1.5858	2.4988	0.6452	1.345
LOC100132832|100132832	5.5151	3.9961	2.4784	3.1603	5.9202	2.7581	4.5911	3.2139	8.6004	4.1369	1.7761	6.9464	5.0632	37.3114	3.3677	1.0613	1.6764	6.4211	5.154	6.3518	14.9419	10.2791
LOC100133050|100133050	0	0.3249	0	0	0	0	0	0	0	0.3062	0	0	0	0	0	0	0	0	0	0.4998	0.6452	0.3362
LOC100133161|100133161	15.8845	21.7771	67.5287	19.8503	41.0256	41.5448	34.2833	94.8449	56.0706	96.2627	19.1438	22.4101	171.582	30.4527	212.165	11.2258	27.6614	12.5313	99.6538	39.98	335.387	43.7122
LOC100133308|100133308	0	0.3249	0	0	0.5698	0	0	0	0.4415	0	0	0	0	0	0	0.5103	0	0	0	1.999	0	0
LOC100133331|100133331	41.2996	77.9792	110.23	49.8086	87.0199	125.819	168.988	183.423	175.466	280.184	51.0875	72.2461	240.559	242.229	342.192	37.4125	63.7049	51.6291	194.275	149.425	584.316	189.519
LOC100133469|100133469	0	0	0	0.6302	0	0	0	0	0	1.2248	42.0101	27.1293	0.7349	0	1.4433	0	0	0	0	0	5.8065	0
LOC100133545|100133545	5.7184	0.3249	0	4.7263	0	3.6397	1.6895	0.5348	2.2075	11.6359	2.1271	3.7855	6.2463	9.8599	3.8488	0.5103	5.8676	1.5038	0.5286	0.4998	7.7419	3.3625
LOC100133612|100133612	5.7184	13.9701	11.4943	25.8369	3.4188	0.8088	10.9815	31.016	1.3245	3.0621	1.5953	11.9874	3.6743	6.9741	11.0653	28.5747	4.1911	9.0226	31.7167	5.4973	11.6129	19.1661
LOC100133669|100133669	0.6354	5.5231	0.7184	0.9453	4.5584	2.022	1.2671	0	0	1.531	0.5318	1.2618	10.6554	11.7838	0	2.0411	3.3529	13.0326	6.8719	3.998	14.8387	11.7687
LOC100133893|100133893	0	0	0	0	0.5698	0.4044	0	2.6738	0	6.1242	0	4.4164	2.2046	0.7215	0	2.0411	0	0.5013	0	0	0	2.3537
LOC100133920|100133920	0	0	0	0	0	0	0	0	0	0	0	0.6309	0	0	0	0	0	0	0	0	0	0
